related_bill_id,related_bill_title,related_bill_introduction_date,bill_slug,bill_congress
s1925-117,"A bill to support and fund the Federal procurement of clean energy products, and for other purposes.",2021-05-27,s1925,117
s1868-117,"A bill to amend the Child Abuse Prevention and Treatment Act to require that equitable distribution of assistance include equitable distribution to Indian Tribes and Tribal organizations, to increase amounts reserved for allotment to Indian Tribes and Tribal organizations under certain circumstances, and to reserve amounts for migrant programs under certain circumstances, and to provide for a Government Accountability Office report on child abuse and neglect in American Indian Tribal communities.",2021-05-26,s1868,117
s1731-117,"A bill to provide certain coverage of audiologist services under the Medicare program, and for other purposes.",2021-05-20,s1731,117
s1730-117,"A bill to increase portability of and access to retirement savings, and for other purposes.",2021-05-20,s1730,117
s1573-117,A bill to require Federal law enforcement and prison officials to obtain or provide immediate medical attention to individuals in custody who display medical distress.,2021-05-11,s1573,117
s1569-117,"A bill to amend the Food and Nutrition Act of 2008 to expand the eligibility of students to participate in the supplemental nutrition assistance program, establish college student food insecurity demonstration programs, and for other purposes.",2021-05-11,s1569,117
s1398-117,A bill to establish universal child care and early learning programs.,2021-04-27,s1398,117
s1366-117,"A bill to secure the supply of drugs in the United States, and for other purposes.",2021-04-26,s1366,117
s1368-117,"A bill to make housing more affordable, and for other purposes.",2021-04-26,s1368,117
s1365-117,"A bill to direct the Federal Communications Commission to establish a new Tribal priority window for the 2.5 gigahertz band, and for other purposes.",2021-04-26,s1365,117
s1367-117,A bill to require a report on foreign investment in the pharmaceutical industry of the United States.,2021-04-26,s1367,117
s1327-117,"A bill to amend the Federal Reserve Act to add additional demographic reporting requirements, to modify the goals of the Federal Reserve System, and for other purposes.",2021-04-22,s1327,117
s1217-117,"A bill to amend the Securities Exchange Act of 1934 to require certain disclosures relating to climate change, and for other purposes.",2021-04-19,s1217,117
s1219-117,A bill to establish the policy of the United States regarding the no-first-use of nuclear weapons.,2021-04-19,s1219,117
s1220-117,"A bill to amend title 38, United States Code, to recognize and honor the service of individuals who served in the United States Cadet Nurse Corps during World War II, and for other purposes.",2021-04-19,s1220,117
s1073-117,"A bill to rescind each Medal of Honor awarded for acts at Wounded Knee Creek on December 29, 1890, and for other purposes.",2021-04-12,s1073,117
s874-117,"A bill to establish a green transportation infrastructure grant program, and for other purposes.",2021-03-18,s874,117
s783-117,"A bill making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes.",2021-03-16,s783,117
s729-117,A bill to establish an Educational Equity Challenge Grant program administered by the Department of Education.,2021-03-11,s729,117
s679-117,"A bill to authorize additional monies to the Public Housing Capital Fund of the Department of Housing and Urban Development, and for other purposes.",2021-03-10,s679,117
s681-117,"A bill to report data on COVID-19 immigration detention facilities and local correctional facilities that contract with U.S. Immigration and Customs Enforcement, and for other purposes.",2021-03-10,s681,117
sres104-117,A resolution recognizing the centennial of the 1921 Tulsa Race Massacre.,2021-03-10,sres104,117
s598-117,"A bill to authorize additional monies to the Public Housing Capital Fund of the Department of Housing and Urban Development, and for other purposes.",2021-03-04,s598,117
s515-117,"A bill to authorize the Secretary of Health and Human Services to award grants to States and political subdivisions of States to hire, employ, train and dispatch mental health professionals to respond in lieu of law enforcement officers in emergencies involving one or more persons with a mental illness or an intellectual or developmental disability, and for other purposes.",2021-03-01,s515,117
s512-117,A bill to require the Centers for Disease Control and Prevention to collect and report certain data concerning COVID-19.,2021-03-01,s512,117
s510-117,"A bill to amend the Internal Revenue Code of 1986 to impose a tax on the net value of assets of a taxpayer, and for other purposes.",2021-03-01,s510,117
sres85-117,A resolution expressing the sense of the Senate that it is the duty of the Federal Government to dramatically expand and strengthen the care economy.,2021-03-01,sres85,117
s324-117,"A bill to report data on COVID-19 in Federal, State, and local correctional facilities, and for other purposes.",2021-02-12,s324,117
s328-117,A bill to establish procedures related to the coronavirus disease 2019 (COVID-19) in correctional facilities.,2021-02-12,s328,117
