Congress,Committee code,ID #,Name,Maj/Min,Rank Within Party Status,Party,Date of Assignment,Date of Termination,Senior Party Member,Committee Seniority,Committee Period of Service,Committee status at end of this Congress,Committee continuity of assignment in next Congress,Appointment Citation,Committee Name,State,CD,State Name,Notes,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,parsed_name,first_name,last_name
116,173,20748.0,"Cohen, Steve",1.0,8.0,100,2019-01-17 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,54,9.0,TN,,,,,,Steve Cohen,Steve,Cohen
116,173,20542.0,"Sires, Albio",1.0,9.0,100,2019-01-17 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,12,8.0,NJ,,,,,,Albio Sires,Albio,Sires
116,173,20958.0,"Garamendi, John J.",1.0,10.0,100,2019-01-17 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,71,3.0,CA,,,,,,John J. Garamendi,John,Garamendi
116,173,20712.0,"Johnson, Henry C. ""Hank"", Jr.",1.0,11.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,5.0,1.0,1.0,HRES57,Transportation and Infrastructure,44,4.0,GA,,,,,,Henry C. Johnson Jr. (Hank),Henry,Johnson
116,173,20757.0,"Carson, Andre",1.0,12.0,100,2019-01-17 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,22,7.0,IN,,,,,,Andre Carson,Andre,Carson
116,173,20927.0,"Titus, Dina",1.0,13.0,100,2019-01-17 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,65,1.0,NV,,,,,,Dina Titus,Dina,Titus
116,173,21344.0,"Maloney, Sean Patrick",1.0,14.0,100,2019-01-17 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,13,18.0,NY,,,,,,Sean Patrick Maloney,Sean,Maloney
116,173,21303.0,"Huffman, Jared",1.0,15.0,100,2019-01-17 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,71,2.0,CA,,,,,,Jared Huffman,Jared,Huffman
116,173,21308.0,"Brownley, Julia",1.0,16.0,100,2019-01-17 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,71,26.0,CA,,,,,,Julia Brownley,Julia,Brownley
116,173,21118.0,"Wilson, Frederica",1.0,17.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,43,24.0,FL,,,,,,Frederica Wilson,Frederica,Wilson
116,173,31103.0,"Payne, Donald, Jr.",1.0,18.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,12,9.0,NJ,,,,,,Donald Payne Jr.,Donald,Payne
116,173,21313.0,"Lowenthal, Alan",1.0,19.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,71,47.0,CA,,,,,,Alan Lowenthal,Alan,Lowenthal
116,173,21504.0,"DeSaulnier, Mark",1.0,20.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,23,14.0,MI,,,,,,Mark DeSaulnier,Mark,DeSaulnier
116,173,70502.0,"Plaskett, Stacey",1.0,21.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES57,Transportation and Infrastructure,93,1.0,VI,,,,,,Stacey Plaskett,Stacey,Plaskett
116,173,20119.0,"Lynch, Stephen F.",1.0,22.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,3,8.0,MA,,,,,,Stephen F. Lynch,Stephen,Lynch
116,173,21709.0,"Carbajal, Salud",1.0,23.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,71,24.0,CA,,,,,,Salud Carbajal,Salud,Carbajal
116,173,21707.0,"Brown, Anthony G.",1.0,24.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,52,4.0,MD,,,,,,Anthony G. Brown,Anthony,Brown
116,173,21715.0,"Espaillat Cabral, Adriano",1.0,25.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES57,Transportation and Infrastructure,13,13.0,NY,,,,,,Adriano Espaillat Cabral,Adriano,Espaillat Cabral
116,173,21942.0,"Malinowski, Tomaz",1.0,26.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,12,7.0,NJ,,,,,,Tomaz Malinowski,Tomaz,Malinowski
116,173,21968.0,"Stanton, Greg",1.0,27.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,61,9.0,AZ,,,,,,Greg Stanton,Greg,Stanton
116,173,21947.0,"Mucarsel-Powell, Debbie",1.0,28.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,1.0,1.0,0.0,HRES57,Transportation and Infrastructure,43,26.0,FL,,,,,,Debbie Mucarsel-Powell,Debbie,Mucarsel-Powell
116,173,21919.0,"Fletcher, Elizabeth",1.0,29.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES57,Transportation and Infrastructure,49,7.0,TX,,,,,,Elizabeth Fletcher,Elizabeth,Fletcher
116,173,21900.0,"Allred, Colin",1.0,30.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,49,32.0,TX,,,,,,Colin Allred,Colin,Allred
116,173,21914.0,"Davids, Sharice",1.0,31.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,32,3.0,KS,,,,,,Sharice Davids,Sharice,Davids
116,173,21918.0,"Finkenauer, Abby",1.0,32.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES57,Transportation and Infrastructure,31,1.0,IA,,,,,,Abby Finkenauer,Abby,Finkenauer
116,173,21921.0,"Garcia, Jesus",1.0,33.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,21,4.0,IL,,,,,,Jesus Garcia,Jesus,Garcia
116,173,21916.0,"Delgado, Antonio",1.0,34.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,13,19.0,NY,,,,,,Antonio Delgado,Antonio,Delgado
116,173,21951.0,"Pappas, Chris",1.0,35.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Transportation and Infrastructure,4,1.0,NH,,,,,,Chris Pappas,Chris,Pappas
116,173,21910.0,"Craig, Angela",1.0,36.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES57,Transportation and Infrastructure,33,2.0,MN,,,,,,Angela Craig,Angela,Craig
116,173,21960.0,"Rouda, Harley",1.0,37.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES57,Transportation and Infrastructure,71,48.0,CA,,,,,,Harley Rouda,Harley,Rouda
116,173,21756.0,"Lamb, Conor",6.0,1.0,100,2019-11-19 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES712,Transportation and Infrastructure,14,18.0,PA,Replaced Cummings,,,,,Conor Lamb,Conor,Lamb
116,173,20124.0,"Graves, Samuel",2.0,1.0,200,2019-01-04 00:00:00,2021-01-03,21.0,10.0,2.0,1.0,1.0,HRES25,Transportation and Infrastructure,34,6.0,MO,,,,,,Samuel Graves,Samuel,Graves
116,173,14066.0,"Young, Donald E.",2.0,2.0,200,2019-01-23 00:00:00,2021-01-03,0.0,13.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,81,1.0,AK,,,,,,Donald E. Young,Donald,Young
116,173,21106.0,"Crawford, Rick",2.0,3.0,200,2019-01-23 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,42,1.0,AR,,,,,,Rick Crawford,Rick,Crawford
116,173,21165.0,"Gibbs, Bob",2.0,4.0,200,2019-01-23 00:00:00,2021-01-03,0.0,5.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,24,7.0,OH,,,,,,Bob Gibbs,Bob,Gibbs
116,173,21116.0,"Webster, Daniel",2.0,5.0,200,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,43,10.0,FL,,,,,,Daniel Webster,Daniel,Webster
116,173,31102.0,"Massie, Thomas",2.0,6.0,200,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,51,4.0,KY,,,,,,Thomas Massie,Thomas,Massie
116,173,21348.0,"Meadows, Mark",2.0,7.0,200,2019-01-23 00:00:00,2020-03-30,0.0,4.0,2.0,6.0,0.0,HRES68,Transportation and Infrastructure,47,11.0,NC,"Resigned March 30, 2020 to become White House Chief of Staff",,,,,Mark Meadows,Mark,Meadows
116,173,21356.0,"Perry, Scott",2.0,8.0,200,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,14,4.0,PA,,,,,,Scott Perry,Scott,Perry
116,173,21328.0,"Davis, Rodney",2.0,9.0,200,2019-01-23 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,21,13.0,IL,,,,,,Rodney Davis,Rodney,Davis
116,173,21122.0,"Woodall, Robert",2.0,10.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,0.0,HRES68,Transportation and Infrastructure,44,7.0,GA,,,,,,Robert Woodall,Robert,Woodall
116,173,21542.0,"Katko, John",2.0,11.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,13,24.0,NY,,,,,,John Katko,John,Katko
116,173,21551.0,"Babin, Brian",2.0,12.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,49,36.0,TX,,,,,,Brian Babin,Brian,Babin
116,173,21523.0,"Graves, Garret",2.0,13.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,45,6.0,LA,,,,,,Garret Graves,Garret,Graves
116,173,21544.0,"Rouzer, David",2.0,14.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,47,7.0,NC,,,,,,David Rouzer,David,Rouzer
116,173,21519.0,"Bost, Mike",2.0,15.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,21,12.0,IL,,,,,,Mike Bost,Mike,Bost
116,173,21360.0,"Weber, Randy",2.0,16.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,49,14.0,TX,,,,,,Randy Weber,Randy,Weber
116,173,21302.0,"La Malfa, Doug",2.0,17.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,71,1.0,CA,,,,,,Doug La Malfa,Doug,La Malfa
116,173,21563.0,"Westerman, Bruce",2.0,18.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,42,4.0,AR,,,,,,Bruce Westerman,Bruce,Westerman
116,173,21745.0,"Smucker, Lloyd K.",2.0,19.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES68,Transportation and Infrastructure,14,16.0,PA,,,,,,Lloyd K. Smucker,Lloyd,Smucker
116,173,21737.0,"Mitchell, Paul",2.0,20.0,200,2019-01-23 00:00:00,2020-12-20,0.0,2.0,2.0,1.0,0.0,HRES68,Transportation and Infrastructure,23,10.0,MI,"Changed party to independent 12/20/2020 and left committees; Retired, announced 7/24/2019 ",,,,,Paul Mitchell,Paul,Mitchell
116,173,21735.0,"Mast, Brian",2.0,21.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,43,18.0,FL,,,,,,Brian Mast,Brian,Mast
116,173,21720.0,"Gallagher, Michael (Mike)",2.0,22.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,25,8.0,WI,,,,,,Michael Gallagher (Mike),Michael,Gallagher
116,173,21500.0,"Palmer, Gary James",2.0,23.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Transportation and Infrastructure,41,6.0,AL,,,,,,Gary James Palmer,Gary,Palmer
116,173,21718.0,"Fitzpatrick, Brian K.",2.0,24.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,14,8.0,PA,,,,,,Brian K. Fitzpatrick,Brian,Fitzpatrick
116,173,70807.0,"Gonzalez-Colon, Jenniffer",2.0,25.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,92,80.0,PR,,,,,,Jenniffer Gonzalez-Colon,Jenniffer,Gonzalez-Colon
116,173,21759.0,"Balderson, Troy",2.0,26.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,24,12.0,OH,,,,,,Troy Balderson,Troy,Balderson
116,173,21967.0,"Spano, Ross",2.0,27.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES68,Transportation and Infrastructure,43,15.0,FL,defeated for re-election in primary,,,,,Ross Spano,Ross,Spano
116,173,21969.0,"Stauber, Peter",2.0,28.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Transportation and Infrastructure,33,8.0,MN,,,,,,Peter Stauber,Peter,Stauber
116,173,21946.0,"Miller, Carol",2.0,29.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Transportation and Infrastructure,56,3.0,WV,,,,,,Carol Miller,Carol,Miller
116,173,21952.0,"Pence, Gregory",2.0,30.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Transportation and Infrastructure,22,6.0,IN,,,,,,Gregory Pence,Gregory,Pence
116,173,21988.0,"Garcia, Mike",7.0,1.0,200,2020-07-01 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES1037,Transportation and Infrastructure,71,25.0,CA,Replaced Meadows,,,,,Mike Garcia,Mike,Garcia
116,192,21312.0,"Takano, Mark",1.0,1.0,100,2019-01-04 00:00:00,2021-01-03,11.0,4.0,2.0,1.0,1.0,HRES24,Veterans Affairs,71,41.0,CA,,,,,,Mark Takano,Mark,Takano
116,192,21308.0,"Brownley, Julia",1.0,2.0,100,2019-01-17 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES57,Veterans Affairs,71,26.0,CA,,,,,,Julia Brownley,Julia,Brownley
116,192,21540.0,"Rice, Kathleen",1.0,3.0,100,2019-01-17 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,2.0,HRES57,Veterans Affairs,13,4.0,NY,,,,,,Kathleen Rice,Kathleen,Rice
116,192,21756.0,"Lamb, Conor",1.0,4.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES57,Veterans Affairs,14,18.0,PA,,,,,,Conor Lamb,Conor,Lamb
116,192,21939.0,"Levin, Mike",1.0,5.0,100,2019-02-26 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES148,Veterans Affairs,71,49.0,CA,,,,,,Mike Levin,Mike,Levin
116,192,21904.0,"Brindisi, Anthony",1.0,6.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES57,Veterans Affairs,13,22.0,NY,"Per HRES712, to rank immediately after Ms. Underwood",,,,,Anthony Brindisi,Anthony,Brindisi
116,192,21958.0,"Rose, Max",1.0,7.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES57,Veterans Affairs,13,11.0,NY,,,,,,Max Rose,Max,Rose
116,192,21951.0,"Pappas, Chris",1.0,8.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Veterans Affairs,4,1.0,NH,,,,,,Chris Pappas,Chris,Pappas
116,192,21941.0,"Luria, Elaine",1.0,9.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Veterans Affairs,40,2.0,VA,,,,,,Elaine Luria,Elaine,Luria
116,192,21938.0,"Lee, Susie",1.0,10.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES57,Veterans Affairs,65,3.0,NV,,,,,,Susie Lee,Susie,Lee
116,192,21913.0,"Cunningham, Joe",1.0,11.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES57,Veterans Affairs,48,1.0,SC,,,,,,Joe Cunningham,Joe,Cunningham
116,192,21907.0,"Cisneros, Gil",1.0,12.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,0.0,HRES57,Veterans Affairs,71,39.0,CA,,,,,,Gil Cisneros,Gil,Cisneros
116,192,29127.0,"Peterson, Collin C.",1.0,13.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,4.0,1.0,0.0,HRES57,Veterans Affairs,33,7.0,MN,,,,,,Collin C. Peterson,Collin,Peterson
116,192,70810.0,"Sablan, Gregorio",1.0,14.0,100,2019-01-17 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES57,Veterans Affairs,95,1.0,MP,,,,,,Gregorio Sablan,Gregorio,Sablan
116,192,21900.0,"Allred, Colin",1.0,15.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Veterans Affairs,49,32.0,TX,,,,,,Colin Allred,Colin,Allred
116,192,21979.0,"Underwood, Lauren",1.0,16.0,100,2019-01-17 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES57,Veterans Affairs,21,14.0,IL,,,,,,Lauren Underwood,Lauren,Underwood
116,192,20947.0,"Roe, David P.",2.0,1.0,200,2019-01-04 00:00:00,2021-01-03,21.0,6.0,2.0,1.0,0.0,HRES25,Veterans Affairs,54,1.0,TN,Announced retirement at end of 116th congress 1/3/2020,,,,,David P. Roe,David,Roe
116,192,20758.0,"Bilirakis, Gus",2.0,2.0,200,2019-01-23 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,2.0,HRES68,Veterans Affairs,43,12.0,FL,,,,,,Gus Bilirakis,Gus,Bilirakis
116,192,70901.0,"Radewagen, Amata",2.0,3.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Veterans Affairs,94,1.0,AS,,,,,,Amata Radewagen,Amata,Radewagen
116,192,21519.0,"Bost, Mike",2.0,4.0,200,2019-01-23 00:00:00,2021-01-03,0.0,3.0,2.0,1.0,1.0,HRES68,Veterans Affairs,21,12.0,IL,,,,,,Mike Bost,Mike,Bost
116,192,21714.0,"Dunn, Neal",2.0,5.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,2.0,HRES68,Veterans Affairs,43,2.0,FL,,,,,,Neal Dunn,Neal,Dunn
116,192,21704.0,"Bergman, John W. (Jack)",2.0,6.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Veterans Affairs,23,1.0,MI,,,,,,John W. Bergman (Jack),John,Bergman
116,192,21702.0,"Banks, James E. (Jim)",2.0,7.0,200,2019-01-23 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES68,Veterans Affairs,22,3.0,IN,,,,,,James E. Banks (Jim),James,Banks
116,192,21333.0,"Barr, Andy",2.0,8.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Veterans Affairs,51,6.0,KY,,,,,,Andy Barr,Andy,Barr
116,192,21945.0,"Meuser, Dan",2.0,9.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Veterans Affairs,14,9.0,PA,,,,,,Dan Meuser,Dan,Meuser
116,192,21982.0,"Watkins, Steve",2.0,10.0,200,2019-01-23 00:00:00,2020-07-17,0.0,1.0,2.0,4.0,0.0,HRES68,Veterans Affairs,32,2.0,KS,Resigned from committee assignments 7/17/20 following felony charges for voter fraud in his home state.,,,,,Steve Watkins,Steve,Watkins
116,192,21961.0,"Roy, Charles",2.0,11.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES68,Veterans Affairs,49,21.0,TX,,,,,,Charles Roy,Charles,Roy
116,192,21971.0,"Steube, William",2.0,12.0,200,2019-01-23 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES68,Veterans Affairs,43,17.0,FL,,,,,,William Steube,William,Steube
116,196,15616.0,"Neal, Richard E.",1.0,1.0,100,2019-01-03 00:00:00,2021-01-03,11.0,14.0,2.0,1.0,1.0,HRES7,Ways and Means,3,1.0,MA,,,,,,Richard E. Neal,Richard,Neal
116,196,15431.0,"Lewis, John R.",1.0,2.0,100,2019-01-15 00:00:00,2021-01-03,0.0,14.0,2.0,8.0,0.0,HRES42,Ways and Means,44,5.0,GA,"Died July 17, 2020. ",,,,,John R. Lewis,John,Lewis
116,196,29571.0,"Doggett, Lloyd",1.0,3.0,100,2019-01-15 00:00:00,2021-01-03,0.0,11.0,2.0,1.0,1.0,HRES42,Ways and Means,49,35.0,TX,,,,,,Lloyd Doggett,Lloyd,Doggett
116,196,29901.0,"Thompson, Mike",1.0,4.0,100,2019-01-15 00:00:00,2021-01-03,0.0,8.0,2.0,1.0,1.0,HRES42,Ways and Means,71,5.0,CA,,,,,,Mike Thompson,Mike,Thompson
116,196,29908.0,"Larson, John B.",1.0,5.0,100,2019-01-15 00:00:00,2021-01-03,0.0,8.0,2.0,1.0,1.0,HRES42,Ways and Means,1,1.0,CT,,,,,,John B. Larson,John,Larson
116,196,29588.0,"Blumenauer, Earl",1.0,6.0,100,2019-01-15 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES42,Ways and Means,72,3.0,OR,,,,,,Earl Blumenauer,Earl,Blumenauer
116,196,29769.0,"Kind, Ron",1.0,7.0,100,2019-01-15 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES42,Ways and Means,25,3.0,WI,,,,,,Ron Kind,Ron,Kind
116,196,29741.0,"Pascrell, William J., Jr.",1.0,8.0,100,2019-01-15 00:00:00,2021-01-03,0.0,7.0,2.0,1.0,1.0,HRES42,Ways and Means,12,9.0,NJ,,,,,,William J. Pascrell Jr.,William,Pascrell
116,196,29717.0,"Davis, Danny K.",1.0,9.0,100,2019-01-15 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES42,Ways and Means,21,7.0,IL,,,,,,Danny K. Davis,Danny,Davis
116,196,20310.0,"Sanchez, Linda",1.0,10.0,100,2019-01-15 00:00:00,2021-01-03,0.0,4.0,2.0,1.0,1.0,HRES42,Ways and Means,71,38.0,CA,,,,,,Linda Sanchez,Linda,Sanchez
116,196,20519.0,"Higgins, Brian",1.0,11.0,100,2019-01-15 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES42,Ways and Means,13,26.0,NY,,,,,,Brian Higgins,Brian,Higgins
116,196,21102.0,"Sewell, Terri A.",1.0,12.0,100,2019-01-15 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES42,Ways and Means,41,7.0,AL,,,,,,Terri A. Sewell,Terri,Sewell
116,196,31101.0,"Delbene, Suzan K.",1.0,13.0,100,2019-01-15 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES42,Ways and Means,73,1.0,WA,,,,,,Suzan K. Delbene,Suzan,Delbene
116,196,20955.0,"Chu, Judy",1.0,14.0,100,2019-01-15 00:00:00,2021-01-03,0.0,2.0,2.0,1.0,1.0,HRES42,Ways and Means,71,27.0,CA,,,,,,Judy Chu,Judy,Chu
116,196,20537.0,"Moore, Gwendolynne S. (Gwen)",1.0,15.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,25,4.0,WI,,,,,,Gwendolynne S. Moore (Gwen),Gwendolynne,Moore
116,196,21372.0,"Kildee, Dan",1.0,16.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,23,5.0,MI,,,,,,Dan Kildee,Dan,Kildee
116,196,21548.0,"Boyle, Brendan Francis",1.0,17.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,14,2.0,PA,,,,,,Brendan Francis Boyle,Brendan,Boyle
116,196,21554.0,"Beyer, Donald Sternoff Jr.",1.0,18.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,2.0,HRES42,Ways and Means,40,8.0,VA,,,,,,Donald Sternoff Beyer Jr.,Donald,Beyer
116,196,21566.0,"Evans, Dwight E.",1.0,19.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,14,3.0,PA,,,,,,Dwight E. Evans,Dwight,Evans
116,196,21326.0,"Schneider, Brad",1.0,20.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,21,10.0,IL,,,,,,Brad Schneider,Brad,Schneider
116,196,21747.0,"Suozzi, Thomas",1.0,21.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,13,3.0,NY,,,,,,Thomas Suozzi,Thomas,Suozzi
116,196,21740.0,"Panetta, James V. (Jimmy)",1.0,22.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,71,20.0,CA,,,,,,James V. Panetta (Jimmy),James,Panetta
116,196,21738.0,"Murphy, Stephanie",1.0,23.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,43,7.0,FL,,,,,,Stephanie Murphy,Stephanie,Murphy
116,196,21754.0,"Gomez, Jimmy",1.0,24.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,71,34.0,CA,,,,,,Jimmy Gomez,Jimmy,Gomez
116,196,21339.0,"Horsford, Steven",1.0,25.0,100,2019-01-15 00:00:00,2021-01-03,0.0,1.0,2.0,1.0,1.0,HRES42,Ways and Means,65,4.0,NV,,,,,,Steven Horsford,Steven,Horsford
